Family_Name	Name	Resources_Annotated	Sources_Annotated	Resources_Computed	Sources_Computed
Lai	Yunfan	7	7	5	5
Dietrich	Wolf	7	7	23	24
Giacon	John	7	7	3	3
Gray	Russell D.	7	7	0	0
Wurm	Stephen	7	7	1	1
Awan	Mechek Sampar	7	7	0	0
Remijsen	Bert	7	7	5	7
Lamberty	Melinda	7	7	4	5
Berg	René van den	7	8	4	4
Faris	David	7	10	3	3
Wu	Yunji	7	7	1	1
Peterson	John	7	7	7	7
Blau	Joyce	7	7	2	2
O'Hagan	Zachary	7	7	1	1
Bateman	Janet	7	7	0	0
Batibo	Herman M.	7	7	11	11
Benedict	Paul K.	7	7	18	18
Pike	Kenneth L.	7	7	30	33
Kerr	Harland B.	7	7	8	8
Kruspe	Nicole	7	7	1	1
Becker-Donner	Etta	7	7	1	1
Bell	Herman	7	7	2	2
Berge	Anna	7	7	1	1
Bertho	J.	7	7	0	0
Noonan	Michael	7	7	12	12
Birket-Smith	Kaj	7	7	0	0
Peterson	Mary M.	7	7	2	2
Noss	Philip A.	7	7	5	5
Bleek	Dorothea F.	7	8	1	1
Douyon	Denis	7	7	1	1
Garrett	Andrew	7	7	4	4
Blust	Robert A.	7	7	0	0
Epps	Patience	7	7	5	5
Hildebrandt	Kristine A.	7	8	4	4
Chung	Sandra	7	7	5	5
Bornand	Sandra	7	7	0	0
Bowden	John	7	7	2	2
Seignobos	Christian	7	7	0	0
Hill	Jane H.	7	7	7	7
Levinson	Stephen C.	7	7	7	7
Brown	Herbert A.	7	7	2	2
Tucker	Archibald Norman	7	7	13	14
Buck	P. H.	7	7	0	0
Turin	Mark	7	7	4	5
McConvell	Patrick	7	7	12	12
Carbou	Henri	7	7	0	0
Carrington	John F.	7	7	8	8
MacKenzie	Bonnie	7	9	1	1
Castro	Andy	7	7	0	0
Caughley	Ross C.	7	7	3	3
Martin	Samuel E.	7	7	6	6
Chen	Qiguang	7	7	0	0
Chen	Kang	7	7	1	1
Zhou	Zhizhi	7	7	1	1
Chikovani	Guram G.	7	7	0	0
Chlenova	Svetlana	7	7	0	0
Tournadre	Nicolas	7	7	7	7
de Clercq	Auguste	7	7	0	0
Clercq	F. S. A. de	7	7	0	0
Clifton	John M.	7	7	21	27
Schütz	Albert J.	7	7	1	1
Evans	Bethwyn	7	7	0	0
Coppens	Walter	7	7	0	0
Langdon	Margaret	7	7	7	7
Craig	Colette G.	7	7	6	6
Crass	Joachim	7	7	5	8
Dayley	Jon P.	7	7	2	2
Gerdel	Florence L.	7	7	3	3
Thomas	David	7	7	3	3
Curr	Edward	7	7	0	0
Huber	Magnus	7	7	5	5
Usup	Hunggu Tadjuddin	7	7	0	0
Danielsen	Swintha	7	7	2	2
Dasgupta	Dipankar	7	7	0	0
Mohammed	Hussein	7	7	1	1
Dempwolff	Otto	7	7	6	7
Dench	Alan	7	7	8	8
Speck	F. G.	7	7	0	0
Ferlus	Michel	7	7	8	8
Doke	C. M.	7	7	0	0
Paasonen	Heikki	7	7	1	1
Huang	Yang	7	7	0	0
Dugast	Idelette	7	7	1	1
Dumestre	Gérard	7	7	14	14
Dwyer	Arienne M.	7	7	1	1
Commission	{Dzongkha Development	7	7	0	0
Solnit	David B.	7	7	5	5
Schaefer	Ronald P.	7	7	7	9
Hedinger	Robert	7	7	8	8
Huber	Juliette	7	7	2	2
Vries	Lourens de	7	7	1	1
Erniati	{	7	7	0	0
Fabre	Alain	7	7	0	0
Ferlus	Michael	7	7	1	1
Ferry	Marie-Paule	7	7	5	6
Leman	Wayne	7	7	3	3
Fleck	David W.	7	7	5	5
Fortgens	J.	7	7	0	0
Rastogi	Kavita	7	7	1	1
Jacobs	Melville	7	8	3	3
Friede	Juan	7	7	4	4
Wagner	Ewald	7	7	2	2
Garvan	John M.	7	7	0	0
Geertz	C.	7	7	0	0
Genetz	Arvid	7	7	0	0
Geraghty	Paul	7	7	4	4
Zwernemann	Jürgen	7	7	1	1
Golla	Victor	7	7	6	6
Grasserie	Raoul de la	7	7	1	1
Gravelle	Gilles	7	7	4	4
Mosonyi	Jorge C.	7	7	4	4
Gutiérrez	Analía	7	7	0	0
Usmar	Adnan	7	7	0	0
Halász	Ignácz	7	7	0	0
Hancock	Ian F.	7	7	6	6
Hardman	Martha J.	7	7	6	6
Harries	Lyndon	7	7	0	0
Mohamed	Noriah	7	7	0	0
Hyman	Larry Michael	7	7	14	14
Hays	T.E.	7	7	0	0
Michaud	Alexis	7	7	5	5
Herskovits	M. J.	7	7	0	0
Walker	Roland	7	7	1	1
Li	Paul Jen-Kuei	7	7	0	0
Hobley	C. W.	7	7	0	0
Hoffmann	Carl F.	7	7	7	7
Holes	Clive	7	7	1	1
Homburger	Lilias	7	7	1	1
Honigmann	J. J.	7	7	0	0
Hooley	Bruce A.	7	7	5	6
Ke	Chao	7	7	0	0
Ikeda	Takumi	7	7	2	2
Lebold	Randy	7	7	0	0
Jacobsen, Jr., William H.	?	7	7	0	0
Li	Daqin	7	7	0	0
Kensinger	Kenneth M.	7	7	11	11
Jones	Ross McCallum	7	7	0	0
Muraoka	Takamitsu	7	7	1	1
Kahl	Thede	7	7	0	0
Kassell	Alison	7	8	5	5
Kelm	Heinz	7	7	0	0
Vydrine	Valentin	7	7	5	5
Kilian-Hatz	Christa	7	7	7	7
King	Julie K.	7	7	3	3
Sawada	Hideo	7	7	0	0
Kogan	Anton I.	7	7	0	0
Konnerth	Linda	7	7	1	1
Sammallahti	Pekka	7	7	1	1
Kouwenberg	Silvia	7	7	8	8
Lacroix	Pierre-Francis	7	7	1	1
Lagercrantz	Eliel	7	7	0	0
Leer	Jeff	7	7	96	99
León	Nicolás	7	7	0	0
Zhang	Junru	7	7	1	1
de Wavrin	Robert	7	7	0	0
Lovestrand	Joseph	7	7	0	0
Lowe	Ronald	7	7	1	1
Trechsel	Frank R.	7	7	0	0
Manfredi	Stefano	7	7	2	2
Moser	Mary B.	7	7	16	16
Maurer	Philippe	7	7	1	2
McQuown	Norman A.	7	7	1	1
Tchagbale	M. Zakari	7	7	1	1
Schapera	Isaac	7	7	20	20
Metraux	A.	7	7	0	0
Miehe	Gudrun	7	7	7	7
Miklucho-Maclay	Nikolaj N.	7	7	0	0
Mori	Ángel Corbera	7	7	0	0
Morin	Didier	7	7	2	2
Mukherjee	Sibasis	7	7	0	0
Mulaudzi	Phalandwa Abraham	7	7	0	0
Mutzafi	Hezy	7	7	0	0
Tsuge	Yoichi	7	7	0	0
Nater	Hank F.	7	7	0	0
Niggli	Urs	7	7	1	1
Opler	M. E.	7	7	0	0
Ostapirat	Weera	7	7	0	0
Outes	Félix F.	7	7	1	1
Parsons	Elsie C.	7	7	0	0
Wallace	Rex E.	7	7	0	0
Poser	William J.	7	7	1	1
Priest	Perry N.	7	7	0	0
Sessarego	Sandro	7	7	10	11
Rassadin	Valentin I.	7	7	0	0
Ratanakul	Suriya	7	7	2	2
Rude	Noel	7	7	4	4
Verstraete	Jean-Christophe	7	7	8	8
Samarin	William John	7	7	7	7
Valkama	Kari	7	8	3	4
Schmitt	Rüdiger	7	7	1	1
Trudgill	Peter	7	7	6	6
Schoolcraft	Henry R.	7	7	0	0
Zerries	Otto	7	7	1	1
Seidenfaden	Erik	7	7	0	0
Shaw	R. Daniel	7	7	1	1
Souag	Lameen	7	7	1	1
Sulejmanov	N. D.	7	7	0	0
Tenišev	È. R.	7	7	0	0
Taguchi	Yoshihisa	7	7	0	0
Trombetti	Alfredo	7	7	0	0
Uslar	Petr K.	7	7	1	1
Varma	Siddheshwar	7	7	0	0
Raponda Walker	André	7	7	3	3
Weigand	Gustav	7	7	0	0
Weinreich	Matthias	7	7	0	0
Wilson	W. A. A.	7	7	2	2
Zyhlarz	Ernst	7	7	2	2
Stevick	Earl W.	6	6	9	10
Bodt	Timotheus A.	6	6	1	1
d'Abbadie	Antoine	6	8	0	0
Karakoç	Birsel	6	6	2	2
Guerrero	Jairo	6	6	0	0
Aberra	Daniel	6	6	3	3
Gobak	Fittokka	6	16	0	0
Miller	Catherine	6	6	6	6
Djarangar	Djita Issa	6	6	2	2
Green	Christopher R.	6	6	2	2
Adelaar	Willem F.H.	6	6	11	12
Kerke	Simon van de	6	6	2	2
Adelung	Johann Christoph	6	6	1	1
Vater	Johann Severin	6	6	2	3
Poerwadi	Petrus	6	6	0	0
Araujo	Gabriel Antunes de	6	6	0	0
Agoyi	Taiwo Ọdeyemi	6	6	0	0
Birchall	Joshua	6	6	0	0
Ylikoski	Jussi	6	6	2	2
Talay	Shabo	6	6	4	4
Aswani	S.	6	6	0	0
Schulze	Wolfgang	6	6	6	7
Lambrecht	Philip	6	6	5	5
Alexander-Bakkerus	Astrid	6	6	1	1
Neudorf	Susanne	6	6	0	0
Aliana	Zainul Arifin	6	6	0	0
Holmes	Philip	6	6	2	2
Grollemund	Rebecca	6	6	0	0
Álvarez	José	6	6	4	4
Martis	Non	6	10	0	0
Kurniawati	Wati	6	10	0	0
Feirizal	Ferry	6	11	0	0
Monserrat	Ruth Maria Fonini	6	6	0	0
Joswig	Andreas	6	8	2	2
Schiattarella	Valentina	6	6	1	1
Palancar	Enrique L.	6	6	1	1
Amith	Jonathan D.	6	6	1	1
Kakerissa	O.	6	6	1	1
Anceaux	Johannes Cornelis	6	6	1	1
Anderbeck	Karl	6	6	0	0
Anderson	Stephen C.	6	6	4	4
Ngabut	C. Yus	6	6	0	0
Andrason	Alexander	6	6	0	0
Andronov	Mikhail S.	6	6	0	0
d'Angelis	Wilmar da Rocha	6	6	0	0
Schokkin	Dineke	6	6	2	2
Armstrong	Robert Gelston	6	6	2	2
Galvão	Eduardo	6	6	0	0
Arnold	Dean E.	6	6	0	0
Neuenswander	Helen L.	6	6	3	3
Årsjö	Britten	6	6	4	4
Connell	Bruce A.	6	6	2	2
Golovko	Evgenij V.	6	6	0	0
Aufenanger	Heinrich	6	6	0	0
Roth	Tim	6	6	0	0
O'Connor	Loretta	6	6	0	0
Avrorin	Valentin A.	6	6	3	3
Kari	Ethelbert E.	6	6	7	7
Krauss	Michael	6	6	9	9
Zorc	R. David	6	6	29	29
Johnston	Harry H.	6	6	0	0
Dwyer	David James	6	6	0	0
Baker	Philip	6	6	10	10
Corne	Chris	6	6	6	6
Baldi	Sergio	6	6	8	8
Costa	David J.	6	6	6	6
Klokeid	Terry J.	6	6	0	0
Yadava	Yogendra P.	6	6	13	14
Gaenszle	Martin	6	6	1	1
Kratochvíl	František	6	6	3	3
Vergari	Moreno	6	6	1	1
Barbour	Julie	6	6	2	2
Bareh	Curiously	6	6	0	0
Longacre	Robert E.	6	6	25	25
Barnett	H. G.	6	6	0	0
Gifford	Edward W.	6	6	0	0
Barton	R. F.	6	6	0	0
Bashir	Elena	6	7	1	1
Raharimanantsoa	Ruth	6	6	0	0
Sims	Andrew	6	6	0	0
Matthews	Stephen	6	6	10	10
Kaland	Constantijn C.L.	6	6	0	0
Becher	Hans	6	6	1	1
Beck	David	6	6	6	6
Fischer	Hans	6	6	0	0
Paṭela	Paramānanda	6	6	0	0
Sohn	Ho-Min	6	6	4	4
Salas	Adalberto	6	6	7	7
Busenitz	Robert L.	6	6	3	3
Bernatzik	H. A.	6	6	0	0
Bernot	Lucien	6	6	0	0
Ebihara	Shiho	6	6	2	2
Bielmeier	Roland	6	6	2	2
Bijlmer	H. J. T.	6	6	0	0
Bikbulatov	N. V.	6	6	0	0
Moodie	Jonathan	6	6	0	0
Bishop	Nancy M.	6	6	3	3
Björklund	Stig	6	6	0	0
Bulkaam	Michael	6	6	0	0
Blevins	Juliette	6	6	14	14
Blühberger	Jutta	6	9	0	0
Blumentritt	Ferdinand	6	6	0	0
Rudes	Blair A.	6	6	9	9
Bolaños	Katherine	6	6	1	1
Bold	Luvsandorjiyn	6	6	0	0
Bondarev	Dmitry	6	6	0	0
Watson	Richard L.	6	6	6	6
Lawrence	Marshall	6	6	5	5
Igla	Birgit	6	6	1	1
Moser	Edward	6	6	1	1
Broadwell	George Aaron	6	6	4	4
Brown	Nathan	6	6	0	0
Brugnatelli	Vermondo	6	6	5	5
van Bulck	Gaston [Vaast]	6	6	0	0
Scott	Graham	6	6	6	6
Wnuk	Ewelina	6	6	0	0
Mahecha Rubio	Dany	6	6	0	0
Callender	Charles	6	6	0	0
Camp	Elizabeth L.	6	6	3	5
Liccardi	Millicent R.	6	6	5	7
Echeverri	Juan Alvaro	6	6	4	4
Good	Jeff	6	6	5	6
Miller	Walter S.	6	6	0	0
Caspar	Franz	6	6	2	2
Heinschink	Mozes F.	6	6	1	1
Prasain	Balaram	6	6	2	2
Chamberlain	James R.	6	6	3	3
Hetzron	Robert	6	6	8	8
Pekkanen	Inka	6	6	1	1
Chao	Yuen Ren	6	6	2	2
Chebanne	Andy	6	6	1	1
Li	Rulong	6	6	0	0
Chen	Guoqing	6	6	0	0
Childs	G. Tucker	6	6	4	4
Chowning	A.	6	6	0	0
Stuart	Kevin	6	6	0	0
Clements	J. Clancy	6	6	6	6
Clouse	Duane	6	6	0	0
Coblin	W. South	6	6	2	2
Cook	Eung-Do	6	6	9	9
Zariquiey	Roberto	6	6	2	2
Corriente	Federico	6	6	3	3
Foster	S.	6	6	0	0
de Créqui-Montfort	Georges	6	7	0	0
Ward	Ida Caroline	6	6	6	6
Rankin	Robert L.	6	6	5	5
Fu	Ailan	6	6	1	1
Liu	Juhuang	6	6	0	0
Gibbs	George	6	6	3	3
Darmansyah	{}	6	6	0	0
Delord	Jacques	6	6	4	4
DeMallie	Raymond J.	6	6	0	0
Dettweiler	Stephen	6	6	3	3
Dienst	Stefan	6	6	0	0
Dimmendaal	Gerrit Jan	6	6	8	8
Dimmendaal	Gerrit	6	6	1	1
Dolatkhah	Sohrab	6	6	0	0
Santos	Rosine	6	6	0	0
Musgrave	Simon	6	6	1	1
DuBois	Carl D.	6	6	0	0
Durbin	Marshall	6	6	5	5
Sims-Williams	Nicholas	6	6	0	0
Durkin-Meisterernst	Desmond	6	6	0	0
Li	Charles N.	6	6	3	4
Hudson	Joyce	6	6	4	4
Efimov	Valentin A.	6	6	0	0
Eggan	F.	6	6	0	0
Eguchi	Paul Kazuhisa	6	6	3	3
MacKenzie	D. N.	6	6	0	0
Elson	Benjamin F.	6	6	7	7
Omamor	Augusta Phil [E.]	6	6	1	1
Epple	Susanne	6	6	2	2
Frank	Paul S.	6	6	5	6
Essegbey	James	6	6	7	7
Evans-Pritchard	Edward Evan	6	6	10	10
Everett	Daniel Leonard	6	6	3	3
Nash	David	6	6	7	7
Faust	Norma	6	6	9	9
Winkhart	Benedikt	6	6	0	0
Morev	Lev N.	6	6	1	1
Kropp Dakubu	Mary E.	6	6	2	2
Forker	Diana	6	6	11	11
Fortier	Jana	6	6	0	0
Fortune	George	6	6	9	9
Fox	J.J.	6	6	0	0
Zent	Stanford	6	6	3	3
Freudenthal	Axel Olof	6	6	0	0
Friederici	Georg	6	6	0	0
Fuchs	Peter	6	6	0	0
Funke	Emil	6	6	5	5
Fürer-Haimendorf	Christoph von	6	6	1	1
Galloway	Brent D.	6	6	1	1
Wagley	Charles	6	6	2	2
Fernández Garay	Ana	6	6	10	10
Gblem-Poidi	Honorine Massanvi	6	6	0	0
Procházka	Stephan	6	7	4	4
Gerzenstein	Ana	6	6	2	2
Lowie	Robert H.	6	7	3	3
Lienhard	Ruth	6	6	3	3
Goeje	C. H. de	6	6	0	0
Migge	Bettina	6	6	4	4
Green	Rebecca	6	6	0	0
Whaley	Lindsay J.	6	6	0	0
Miyake	Marc	6	6	0	0
Verheijen	Jilis A. J.	6	6	2	2
Grjunberg	Aleksandr L.	6	6	3	3
Grube	Wilhelm	6	6	0	0
Guillaume	Antoine	6	6	4	4
Naumann	Christfried	6	6	1	1
Hagège	Claude	6	6	6	6
Liljegren	Henrik	6	6	2	2
Sutton	Peter	6	6	2	2
Hamp	Eric P.	6	6	2	2
Sikki	Muhammad	6	6	0	0
Harrington	John P.	6	6	0	0
Haruna	Andrew	6	6	4	4
Hayasi	Tooru	6	6	2	2
Healey	Phyllis M.	6	6	7	8
Poppe	Nicholas	6	6	16	16
Hellwig	Birgit	6	6	8	8
Walton	James W.	6	7	8	9
Hérault	Georges	6	6	2	2
Hesse	Ronald	6	7	0	0
Hintze	Fritz	6	6	2	2
Seiler	Hansjakob	6	6	4	4
Hirayama	Teruo	6	6	0	0
Hockings	Paul	6	6	0	0
Hodgson	Brian Houghton	6	7	4	4
Hodgson	Brian H.	6	6	0	0
Kaneda	Akihiro	6	6	0	0
Odden	David	6	6	11	11
Holz	Christoph	6	6	0	0
Hölzl	Andreas	6	6	1	1
Honken	Henry	6	6	3	3
Hoogshagen	Searle	6	6	2	2
Houis	Maurice	6	6	2	2
Hovdhaugen	Even	6	7	5	6
Taplin	George	6	6	6	6
Hu	Zengyi	6	6	2	2
Hudson	Grover	6	6	7	7
Hutereau	Armand	6	6	1	1
Ichikawa	Mitsuo	6	6	1	1
Inagaki	Kazuya	6	6	0	0
Jacobs	John	6	6	2	2
Perekhvalskaya	Elena	6	6	5	5
Stark	Sharon	6	6	3	3
Jones	Linda K.	6	6	3	3
Wheeler	Alva	6	6	6	6
Peust	Carsten	6	6	0	0
Kalisch	Hannes	6	6	0	0
Karsten	Rafael	6	6	3	3
Kato	Takashi	6	6	1	1
Möhlig	Wilhelm J. G.	6	6	4	4
Möhlig	Wilhelm Johann Georg	6	6	11	11
Kaye	Jonathan Derek	6	6	1	1
Koopman	Hilda	6	6	11	11
Shluinsky	Andrey	6	6	1	1
Ross	Malcolm D.	6	6	1	1
King	John Wayne	6	6	1	1
Kinkade	M. Dale	6	6	2	2
Kraft	Charles H.	6	6	8	8
Klumpp	Deloris A.	6	6	2	2
Koentjaraningrat	{	6	6	0	0
Köhler	Oswin Reinhold Albin	6	6	4	5
Kopytoff	I.	6	6	0	0
Kroeger	Paul R.	6	6	4	4
Snyman	Jan Winston	6	6	9	11
Kumār	Braj Bihārī	6	6	0	0
Kumar	Satinder	6	6	0	0
Kurabe	Keita	6	6	1	1
Nakagawa	Natsuko	6	6	3	3
Launey	Michel	6	6	5	5
Lecoq	Pierre	6	6	0	0
Lévi-Strauss	Claude	6	6	1	1
Lévi-Strauss	C.	6	6	0	0
Lichtenberk	Frantisek	6	6	5	5
Macuch	Rudolf	6	6	1	1
Majumdar	D. N.	6	6	0	0
Manoharan	S.	6	6	0	0
Willett	Thomas L.	6	6	4	4
Mateene	Kahombo C.	6	6	6	7
Mazaudon	Martine	6	6	7	7
Meggitt	M. J.	6	6	0	0
Steward	J. H.	6	6	0	0
Migeod	F. W. H.	6	6	1	1
Miller	Carolyn P.	6	6	8	8
Street	Chester S.	6	6	3	4
Moody	David C.	6	6	5	5
Mreta	Abel Yamwaka	6	6	2	2
Mukarovsky	Hans Guenter	6	6	4	4
Mushin	Ilana	6	6	2	2
Myreeva	Anna N.	6	6	1	1
Nugteren	Hans	6	6	2	2
Ortiz	Sergio Elías	6	6	8	9
Osgood	C.	6	6	0	0
Winkler	Eberhard	6	6	0	0
Petterson	Robert	6	6	2	2
Platzmann	Julius	6	6	0	0
Postigo	Adriana Viana	6	6	0	0
L. Thongkum	Theraphan	6	6	0	0
Rajendran	Nanu	6	6	0	0
Reh	Mechthild	6	6	8	8
de Reuse	Willem J.	6	6	2	2
Riedel	J. G. F.	6	7	0	0
Riester	Jürgen	6	6	4	4
Rix	Helmut	6	6	1	1
Roberts	John R.	6	6	8	8
Robinson	Dow F.	6	6	2	2
Rogers	E. S.	6	6	0	0
Roth	Walter Edmund	6	6	1	1
Rowley	Anthony	6	6	0	0
Rugemalira	Josephat Muhozi	6	6	5	5
Russ	Charles V. J.	6	6	3	3
Salminen	Tapani	6	6	1	1
Sanders	Arden G.	6	6	2	2
Thomas	David D.	6	6	13	13
Schauer	Stanley	6	6	7	8
Scheffler	H. W.	6	6	3	3
Schliesinger	Joachim	6	8	0	0
Seidel	Frank	6	6	2	2
Seiler	Walter	6	6	1	1
Shackle	Christopher	6	6	0	0
Thieberger	Nicholas	6	8	7	13
Silver	Shirley	6	6	0	0
Smith	M. G.	6	6	0	0
Sneddon	James N.	6	6	1	1
Snider	Keith L.	6	6	4	4
Spitzack	John A.	6	6	0	0
Spreda	Klaus W.	6	6	2	2
Stebbins	Tonya N.	6	6	0	0
Stiles	Daniel	6	6	1	1
Subrahmanyam	P. S.	6	6	2	2
Suter	Edgar	6	6	1	1
Teit	James A.	6	6	0	0
Tesfaye	Wondwosen	6	6	0	0
Tessmann	Günter	6	6	0	0
Thalbitzer	William	6	6	0	0
Tobdan	{	6	6	0	0
Treis	Yvonne	6	6	2	3
Trillos Amaya	María	6	6	5	5
Unseth	Peter	6	6	15	16
Untermann	Jürgen	6	6	0	0
Utsumi	Atsuko	6	6	1	1
Vansina	Jan	6	6	7	7
Vekerdi	József	6	6	0	0
Verner	G. K.	6	6	2	2
Vogt	Hans	6	6	1	1
Walton	Charles	6	6	2	2
Wedgwood	C.	6	6	0	0
Wiedemann	Ferdinand Johann	6	6	1	1
Yakovlev	N. F.	6	6	0	0
Yakup	Abdurishid	6	6	0	0
Žukova	Alevtina N.	6	6	1	1
Zvelebil	Kamil V.	6	6	1	1
Jones	Eliza	5	5	13	13
Bodt	Timotheus Adrianus	5	5	0	0
Abe	Yuko	5	5	2	2
Essono	Jean-Jacques [Marie]	5	5	3	3
Tooker	Elisabeth	5	5	0	0
Bender	Byron W.	5	5	2	2
Abraham	Benard	5	17	0	0
Riepe	Christina	5	15	0	0
Aregbesola	Adedamola	5	18	0	0
Abraham	Binny	5	6	1	1
Kelsall	Juliana	5	7	0	0
Bodomo	Adams	5	5	12	12
Adelberger	Jörg	5	5	2	2
Adiego	Ignasi-Xavier	5	5	0	0
Prasse	Karl-G.	5	5	6	7
Pike	Evelyn G.	5	5	13	13
Si	Aung	5	5	1	1
Puglielli	Annarita	5	5	6	6
Olza	Jesús	5	5	1	1
de Aguiar	Maria Suelí	5	5	0	0
Erniati	{}	5	5	0	0
Ahlqvist	August	5	5	0	0
Ahmad	Sayed	5	5	1	1
Aikio	Ante	5	5	1	1
Obikudo	Ebitare	5	5	1	1
Al-Jallad	Ahmad	5	5	0	0
Alaki	Thomas Kuku	5	5	0	0
Alekseev	M. E.	5	6	0	0
Froelich	Jean-Claude	5	5	1	1
Rombi	Marie-Françoise	5	5	3	3
Saleh	Yuslizal	5	5	0	0
Gluckman	M.	5	5	0	0
Hurd	Conrad	5	5	2	2
Allen	Janet L.	5	5	1	1
Bee	Darlene	5	5	12	12
Almanar	Alma E.	5	8	0	0
Ricquier	Birgit	5	5	1	1
Kutsch Lojenga	Constance	5	5	4	4
Alvarsson	Jan-Åke	5	5	0	0
Smith	Ian	5	5	3	3
Singer	Ruth	5	5	6	6
Amborn	Hermann	5	5	1	1
Amha	Azeb	5	5	3	3
Marlo	Michael	5	5	1	1
van den Berg	René	5	5	6	6
Barth	Danielle	5	5	0	0
Bond	Oliver	5	5	4	5
Ballena D.	Marlene	5	5	2	2
Phiri	Admire	5	5	0	0
Andronov	M. S.	5	5	0	0
Angulo	Jaime de	5	5	1	1
Freeland	Lucy S.	5	5	0	0
Anonby	Erik John	5	5	1	1
d'Ans	André-Marcel	5	5	1	1
Chong	Shin	5	5	0	0
Aoki	Haruo	5	5	4	4
Collier	Kenneth J.	5	5	0	0
Wattimury	E.	5	5	0	0
Ariste	Paul	5	5	1	1
Olsson	Bruno	5	5	1	1
Arnold	Laura	5	5	0	0
Arslanov	Leonid Sh.	5	5	0	0
Arthur	Edwin	5	5	0	0
Asai	Erin	5	5	0	0
Brauner	Siegmund	5	5	4	4
Pagel	Mark	5	5	1	1
Meade	Andrew	5	5	0	0
Dauenhauer	Richard	5	5	6	6
DiCanio	Christian T.	5	5	0	0
Aunio	Lotta	5	5	0	0
Petzell	Malin	5	5	5	5
Smith	Tony	5	5	6	6
Löhr	Doris	5	5	7	7
Ramya	Tame	5	5	0	0
Ayotte	Michael	5	6	2	2
Garantjang	Ahmad	5	5	4	4
Danie	J. Akun	5	5	0	0
Backstrom	Peter C.	5	5	2	2
Jacobson	Steven A.	5	5	5	5
Xu	Xianming	5	5	0	0
Bailey	T. Grahame	5	5	1	1
Haig	Geoffrey	5	5	4	4
Rosen	Nicole	5	5	3	3
Jenness	D.	5	5	0	0
Baɫramyan	Ṙ. H.	5	5	0	0
Schikowski	Robert	5	5	0	0
Bano	Atiqua	5	5	0	0
Bao	Houxing	5	5	0	0
Killian	Don	5	5	2	2
Duncan	Philip T.	5	5	0	0
Dakin	Karen	5	5	3	3
Barrett	Samuel A.	5	5	0	0
Malvestitti	Marisa	5	5	2	2
Bartholomew	Doris A.	5	5	5	5
Basehart	Harry W.	5	5	0	0
Sims	Anne	5	5	0	0
Basso	Keith H.	5	5	0	0
Paris	Catherine	5	5	0	0
James	Wendy	5	5	0	0
Baxter	Alan N.	5	5	3	3
James	Bentley	5	5	0	0
Saul	Janice E.	5	5	1	1
Beaumont	Clive H.	5	5	0	0
Bechhaus-Gerst	Marianne	5	5	4	4
Diki-Kidiri	Marcel	5	5	8	8
Brainard	Sherri	5	5	5	5
Laidig	Wyn D.	5	5	3	3
Collins	Chris	5	5	4	4
Doornbos	Paul	5	5	3	3
Turton	David	5	5	0	0
Benjamin	Geoffrey	5	5	3	3
Benton	Richard A.	5	5	2	2
Benzing	Johannes	5	5	2	2
Berger	Paul	5	5	1	1
Bernatzik	Hugo Adolf	5	5	0	0
Berry	Keith	5	5	2	2
Berry	Christine	5	5	1	1
Berta	Árpád	5	5	1	1
Beyer	Klaus	5	5	4	4
Bhaskararao	Peri	5	5	4	5
Widmer	Manuel	5	5	1	1
Zemp	Marius	5	5	0	0
Biggs	Bruce	5	5	4	4
Billington	Rosey	5	5	1	1
MacKenzie	Marguerite	5	5	3	3
Reid	Julie	5	5	1	1
Rießler	Michael	5	5	0	0
Boglár	Luiz	5	5	0	0
Bogoras	Waldemar	5	5	0	0
Bokula	Moiso	5	5	0	0
Harrisson	Tom	5	5	0	0
Bolé-Richard	Rémy	5	5	0	0
Bolyanatz	Alexander H.	5	5	1	1
Bonvini	Emilio	5	5	4	4
Grant	Caroline A.	5	5	7	9
Borg	Alexander	5	5	4	5
Gunnink	Hilde	5	5	0	0
Ndamba	Josué	5	5	3	3
Braconnier	Cassian	5	5	2	2
Bradshaw	Mary M.	5	5	1	1
Shryock	Aaron	5	5	1	1
Breen	J. G.	5	6	3	3
Breu	Walter	5	5	1	1
Breugel	Seino van	5	5	0	0
Brickell	Timothy C.	5	5	0	0
Pitkin	Harvey	5	5	0	0
Bromley	Myron H.	5	5	0	0
Brown	Loo N.	5	7	0	0
Brunot	Louis	5	5	4	4
von Buchwald	Otto	5	5	0	0
Buck	P.	5	5	0	0
Degener	Almuth	5	5	1	1
Bugenhagen	Robert D.	5	5	4	4
Gray	Rachel	5	5	0	0
Bulmer	John	5	5	0	0
Bulut	Christiane	5	5	0	0
Burgman	Albert	5	5	9	9
Burman	B. K. Roy	5	5	0	0
Klumpp	James W.	5	5	1	1
Burrows	E. G.	5	5	0	0
Buschmann	Johann C. E.	5	5	0	0
Buse	Jasper E.	5	5	0	0
Gair	James W.	5	5	7	7
Espinosa	Alejandra Gámez	5	5	0	0
Calloc'h	J.	5	5	1	1
Camaj	Martin	5	5	1	1
Vanhove	Martine	5	5	5	5
Canger	Una	5	5	1	1
Cantineau	Jean	5	5	0	0
Khachaturyan	Maria	5	5	2	2
Lovegren	Jesse	5	5	1	2
Masters	Janell	5	6	0	0
Aguirre Licht	Daniel	5	5	3	3
Diprose	Martin	5	5	0	0
Cognola	Federica	5	5	6	6
de Castellví	Marcelino	5	5	0	0
Marçais	Philippe	5	5	1	1
Caudmont	Jean	5	5	2	2
Cazes	Daniel	5	5	0	0
